GEOID,county,Pop,White,Black,Asian,Hispanic
48439111304,439,7560,74.13,7.22,2.88,11.01
48113009900,113,5611,15.24,22.08,29.0,29.87
48113010001,113,2218,23.53,44.59,9.78,19.39
48113010002,113,5158,17.53,47.44,0.35,29.04
48113010003,113,3160,56.33,18.77,4.43,15.13
48113010101,113,4347,7.34,41.27,0.32,51.07
48113010102,113,3596,5.48,3.7,0.0,90.82
48113010500,113,3317,6.3,21.1,0.0,72.6
48113010601,113,5765,9.0,0.97,0.0,89.4
48113010602,113,2900,12.34,34.76,2.0,50.9
48113010701,113,5374,3.65,10.61,0.87,81.06
48113010704,113,6572,3.73,29.53,1.52,65.14
48113010804,113,5201,1.85,40.76,0.0,57.39
48113010805,113,5862,5.15,25.96,1.19,66.67
48113010806,113,4092,23.09,27.0,1.22,43.16
48113010807,113,4937,8.3,38.02,0.0,53.68
48113010808,113,3581,8.15,15.67,0.0,76.18
48113010809,113,6015,9.89,20.83,1.48,67.8
48113010903,113,3999,3.78,62.57,0.05,28.41
48113010904,113,3930,3.0,68.24,0.53,22.75
48113010905,113,3559,1.29,94.02,0.0,1.55
48113010906,113,4112,1.39,66.85,2.04,27.6
48113011002,113,3899,6.31,68.35,0.0,21.13
48113011003,113,5273,12.31,67.49,0.0,20.16
48113011004,113,2380,10.34,57.94,0.0,31.72
48113011101,113,4946,12.78,73.17,0.0,14.05
48113011103,113,3749,11.87,36.84,0.4,50.76
48113011104,113,4459,2.04,56.58,0.0,40.84
48113011105,113,5222,0.36,58.02,0.0,40.6
48113011201,113,4176,7.09,71.24,0.0,20.0
48113011202,113,2898,2.52,62.11,0.0,29.78
48113011300,113,5127,1.07,82.78,0.0,15.74
48113011401,113,5763,3.45,74.79,0.0,13.79
48113011500,113,4685,6.38,30.39,0.0,62.35
48113011601,113,4491,3.41,44.93,0.0,51.66
48113011603,113,3602,9.05,9.66,3.08,78.21
48113011604,113,3454,11.87,25.13,0.38,62.62
48113011701,113,6964,7.73,19.47,0.0,72.54
48113011702,113,5942,11.28,4.02,5.72,78.76
48113011801,113,5573,9.13,33.2,0.0,57.67
48113011802,113,5232,1.83,2.03,0.0,95.8
48113011901,113,4194,10.06,24.32,0.41,64.93
48113011902,113,4914,5.41,31.66,0.0,62.11
48113012000,113,10362,3.51,34.01,0.88,61.22
48113012101,113,2760,7.5,59.75,0.0,32.75
48113012102,113,3312,4.5,39.43,1.69,52.87
48113012206,113,6118,16.0,49.43,1.36,32.15
48139060218,139,2588,59.66,11.59,0.0,26.28
48139060219,139,4479,66.35,3.66,0.04,29.27
48139060220,139,3769,69.62,7.59,0.0,18.94
48139060221,139,6969,78.76,8.64,0.09,11.05
48139060300,139,3929,47.98,4.86,1.78,43.85
48139060400,139,4956,30.81,50.36,0.0,18.02
48139060500,139,2565,49.2,15.2,0.0,31.46
48139060601,139,4976,65.92,5.53,0.32,24.16
48139060602,139,3822,62.48,8.95,0.16,27.89
48139060702,139,5145,65.99,6.78,0.89,21.03
48139060704,139,5161,55.9,13.21,0.95,26.02
48139060801,139,8839,78.99,9.97,0.51,4.62
48139060802,139,7901,82.96,3.83,1.72,6.02
48139060803,139,1601,61.46,1.87,1.5,25.55
48139060900,139,7720,78.7,4.92,0.62,12.58
48139061000,139,5093,63.87,11.84,0.0,19.42
48139061100,139,5285,69.76,0.19,0.61,25.18
48139061200,139,1964,52.75,6.67,0.41,35.18
48139061300,139,3593,65.6,0.86,0.0,32.28
48139061401,139,2532,58.89,23.7,1.03,15.92
48139061402,139,4735,52.19,4.16,0.0,37.89
48139061500,139,6505,25.86,12.48,0.14,57.31
48139061600,139,6782,28.91,20.2,0.0,50.88
48139061700,139,5362,68.87,0.0,0.0,30.32
48439111306,439,5442,48.22,12.26,1.71,34.97
48439111307,439,3294,40.47,27.78,0.15,18.0
48439111308,439,2054,54.48,19.52,1.27,23.56
48439111309,439,4356,44.33,10.24,0.0,42.36
48439111311,439,7366,53.88,17.09,6.27,14.51
48439111312,439,3361,84.38,5.0,0.77,3.15
48439111314,439,8133,40.21,37.05,5.08,14.45
48439111315,439,4413,32.36,40.58,10.31,15.73
48439111316,439,6683,25.96,45.23,8.62,18.06
48439111317,439,4517,77.75,0.8,0.11,18.66
48439111318,439,5965,78.59,10.7,0.65,8.06
48439111319,439,8482,41.51,36.48,8.35,12.86
48439111320,439,4584,33.01,30.13,5.13,24.74
48439111402,439,6933,67.13,11.63,1.46,10.77
48439111405,439,2489,49.1,16.15,2.37,29.69
48439111406,439,4304,54.88,21.42,2.79,17.98
48439111407,439,3447,69.05,8.96,5.86,11.46
48439111408,439,4102,61.63,22.35,2.63,12.19
48439111409,439,5300,56.64,13.43,13.11,12.25
48439111410,439,3193,44.32,30.44,5.2,17.16
48439111411,439,5599,67.26,19.0,3.98,8.57
48439111505,439,4937,71.14,7.8,0.97,17.72
48439111506,439,6944,60.97,21.18,3.24,12.01
48439111513,439,4957,23.08,25.16,15.78,33.59
48439111514,439,5993,27.38,23.63,6.52,35.46
48439111516,439,7201,26.94,31.37,4.47,28.72
48439111522,439,6925,26.76,5.91,7.96,58.4
48439111525,439,6876,24.84,19.88,7.42,41.43
48439111526,439,4645,52.34,14.38,3.4,25.66
48439111529,439,3742,70.12,2.57,3.82,19.99
48439111530,439,5600,76.41,8.62,4.02,6.71
48439111531,439,4438,73.41,9.33,7.23,6.44
48439111532,439,6908,66.6,9.22,4.94,15.45
48439111533,439,5799,62.11,7.73,3.66,21.85
48439111534,439,6547,57.69,17.53,2.73,15.9
48439111536,439,3799,17.72,36.64,3.53,38.43
48439111538,439,5888,17.92,40.64,6.35,32.49
48439111540,439,6577,25.59,17.36,14.22,39.52
48439111541,439,3937,21.23,41.71,2.84,30.84
48439111542,439,5994,31.55,27.86,10.93,26.94
48439111543,439,8097,20.67,36.05,11.56,29.78
48439111544,439,8298,39.02,25.9,6.52,23.04
48439111545,439,2212,82.78,2.8,8.5,5.38
48439111546,439,7341,74.88,5.9,5.22,13.51
48439111551,439,7618,58.69,18.96,10.32,8.74
48439111552,439,3294,58.89,9.71,6.1,19.13
48113012207,113,6978,9.16,49.87,0.8,40.08
48113012208,113,2574,4.35,36.44,0.0,57.38
48113012209,113,2552,53.02,20.89,2.35,23.51
48113012210,113,4377,19.72,46.54,1.62,30.71
48113012211,113,4970,11.41,37.81,4.57,43.64
48113012212,113,5986,19.36,9.89,0.4,70.35
48113012213,113,2109,61.4,4.27,0.0,33.14
48113012301,113,5263,17.84,14.27,0.78,66.48
48113012302,113,9761,11.65,35.12,2.78,47.98
48113012400,113,5423,52.74,1.79,0.0,40.16
48113012501,113,3636,17.11,0.03,3.19,79.68
48113012502,113,3864,22.9,5.2,0.39,71.2
48113012601,113,6678,11.96,8.45,6.18,71.89
48113012603,113,1989,27.55,1.66,0.75,69.53
48113012604,113,7387,21.1,29.48,1.81,46.87
48113012701,113,5827,26.34,9.03,2.15,62.26
48113012702,113,3257,28.86,6.11,0.0,64.66
48113012801,113,2908,48.31,0.07,1.24,43.88
48113012802,113,5300,54.55,3.98,0.0,38.85
48113012900,113,4797,64.27,1.46,0.25,25.83
48113013005,113,4213,81.06,2.25,6.79,7.69
48113013007,113,3665,39.89,13.29,15.39,25.78
48113013008,113,3468,60.32,10.61,11.85,14.27
48113013009,113,4890,47.98,28.61,2.09,17.83
48113013010,113,5149,17.58,32.88,2.23,47.15
48113013011,113,4394,10.54,32.11,1.89,55.21
48113013012,113,2677,77.47,3.4,0.0,13.78
48113013013,113,4540,95.09,2.69,0.13,0.73
48113013101,113,2983,89.67,0.23,2.41,7.07
48113013102,113,2151,90.61,1.77,1.39,2.05
48113013104,113,1684,80.7,10.21,2.49,6.41
48113013106,113,1689,53.76,13.62,9.71,20.54
48113013107,113,4767,43.65,28.51,3.48,22.32
48113013201,113,2606,72.29,4.07,0.0,18.53
48113013202,113,4878,50.31,26.4,3.65,18.18
48113013300,113,1796,86.47,0.45,7.24,2.06
48113013400,113,1790,79.78,1.68,13.24,3.46
48113013500,113,2560,88.48,0.0,4.1,2.62
48113013605,113,5339,84.72,0.64,2.79,9.68
48113013606,113,6085,55.55,9.06,4.09,26.75
48113013607,113,3752,70.63,4.0,1.52,20.87
48113013608,113,2133,86.26,1.97,5.2,6.47
48113013609,113,3760,39.23,10.48,0.82,46.54
48113013610,113,4823,41.2,2.67,2.18,47.52
48113013611,113,2603,73.3,6.61,6.8,3.53
48113013615,113,5444,13.21,31.41,0.0,51.87
48439111553,439,4179,38.1,23.38,5.38,24.62
48439111554,439,4260,24.55,23.54,15.52,35.7
48439111555,439,4733,17.98,35.03,12.89,27.64
48439111556,439,4695,21.26,28.12,0.66,43.47
48439111557,439,2454,23.47,15.85,21.92,38.75
48439111558,439,6670,22.62,22.4,11.35,42.02
48439111559,439,1667,28.97,31.85,7.98,14.22
48439111560,439,6842,29.28,30.31,13.14,19.72
48439111561,439,4866,22.24,31.71,22.93,23.12
48439111562,439,6534,21.26,45.42,9.31,22.65
48439111563,439,4381,24.77,41.59,21.02,9.29
48439111564,439,4306,28.94,25.41,29.28,11.47
48439111565,439,5159,37.43,39.6,5.87,14.25
48439111566,439,6823,36.99,32.04,17.4,12.52
48439111567,439,9371,34.28,42.83,0.98,20.94
48439111568,439,7802,23.48,39.21,13.8,21.05
48439111569,439,4006,15.08,27.21,23.56,30.23
48439111570,439,5466,10.39,61.11,2.4,25.59
48439111571,439,3185,22.23,20.78,23.23,24.49
48439111572,439,2646,7.6,40.67,19.99,31.75
48439113003,439,1030,46.7,28.83,0.0,16.12
48439113004,439,2646,64.55,5.52,4.95,23.73
48439113005,439,2159,5.14,40.81,0.23,51.37
48439113006,439,1307,3.67,47.9,5.13,43.31
48439113007,439,2975,20.27,23.03,5.21,51.03
48439113102,439,4838,48.31,23.32,5.62,16.56
48439113104,439,3806,37.83,42.43,2.76,14.95
48439113107,439,2040,80.1,1.72,1.91,16.27
48439113108,439,4593,72.31,5.49,5.68,11.17
48439113109,439,3877,28.24,35.05,7.84,25.66
48439113110,439,4785,26.67,39.27,1.53,30.72
48439113112,439,2204,48.82,32.67,5.85,8.35
48439113115,439,3799,26.66,24.45,3.63,44.72
48439113116,439,3928,22.12,38.87,5.68,28.51
48439113117,439,1928,27.85,43.21,2.75,21.11
48439113118,439,3062,1.67,78.18,3.4,16.0
48439113119,439,3864,37.06,44.07,7.74,10.17
48439113120,439,3302,55.51,15.17,23.41,4.27
48439113121,439,730,41.92,41.1,2.47,14.52
48439113122,439,3097,19.99,57.15,5.26,15.11
48439113206,439,5394,58.16,3.11,2.11,29.76
48439113207,439,3946,84.54,3.02,0.86,9.58
48439113210,439,8417,77.25,4.18,5.77,11.95
48439113212,439,4675,81.41,2.59,2.57,11.44
48439113213,439,3635,64.04,3.14,0.72,23.3
48439113214,439,6106,62.56,7.71,3.8,20.77
48113013617,113,2958,68.15,8.86,5.07,10.75
48113013618,113,2961,53.97,4.69,12.8,25.94
48113013619,113,4790,75.53,3.13,8.94,9.48
48113013620,113,6041,44.3,30.64,7.98,12.96
48113013621,113,4462,35.3,28.91,3.72,26.8
48113013622,113,2811,51.19,16.47,2.77,25.15
48113013624,113,4882,29.58,24.62,13.58,24.83
48113013625,113,3385,15.27,32.82,7.15,39.44
48113013626,113,3264,20.07,16.3,6.92,49.42
48113013627,113,1425,37.4,21.4,1.12,32.14
48113013628,113,5233,48.96,7.09,10.41,28.09
48113013629,113,3315,15.72,7.03,0.36,75.84
48113013630,113,2707,25.79,24.27,7.61,40.3
48113013631,113,1599,10.32,26.58,7.44,54.03
48113013715,113,2895,18.93,1.83,3.32,75.41
48113013716,113,5133,38.67,10.62,10.01,40.0
48113013717,113,3266,16.26,2.02,7.47,72.99
48113013718,113,4940,11.54,12.59,0.97,74.31
48113013719,113,4833,30.66,14.01,39.58,13.16
48113013720,113,6912,25.23,6.51,9.45,57.97
48113013721,113,5699,58.55,7.65,9.26,19.13
48113013722,113,5342,30.55,25.5,7.34,33.75
48113013725,113,4223,39.17,27.94,2.72,29.46
48113013726,113,2746,43.85,4.66,12.6,34.12
48113013727,113,3641,39.85,23.46,9.37,17.99
48113013728,113,6587,16.18,4.78,3.25,73.99
48113013729,113,7798,15.66,3.8,1.65,78.26
48113013804,113,3924,46.56,5.12,2.04,44.19
48113013805,113,3404,36.52,18.07,9.72,27.76
48113013806,113,4308,35.24,12.33,21.22,23.84
48113013807,113,3943,60.51,0.0,1.88,34.92
48113013808,113,3788,55.31,2.67,6.36,27.72
48113013901,113,5145,14.67,2.29,0.87,81.89
48113013902,113,5026,35.77,3.18,1.77,57.96
48113014001,113,5240,54.14,3.28,9.73,30.52
48113014002,113,521,52.78,15.36,23.42,8.45
48113014119,113,4404,60.01,3.86,13.15,17.73
48113014120,113,4792,64.71,0.17,19.07,11.5
48113014121,113,4955,42.02,7.65,24.62,20.22
48113014123,113,5790,56.49,1.28,30.73,9.0
48113014124,113,3688,44.71,11.2,24.97,16.73
48113014126,113,7152,52.77,1.5,25.14,18.83
48113014128,113,3991,23.53,3.86,57.23,5.59
48113014130,113,3685,20.14,9.42,52.32,12.92
48113014132,113,2628,20.66,33.41,33.07,9.02
48113014134,113,4412,40.75,1.63,41.46,11.85
48439113215,439,5023,76.61,1.43,1.17,19.35
48439113216,439,4915,56.28,14.28,5.25,19.82
48439113217,439,4518,67.2,10.42,4.47,14.74
48439113218,439,2905,80.96,4.06,1.0,10.6
48439113221,439,6531,72.79,2.79,0.55,21.25
48439113222,439,3899,38.16,22.31,11.64,24.08
48439113223,439,3333,61.75,5.91,2.43,26.04
48439113301,439,3485,65.74,3.85,1.29,23.07
48439113302,439,4973,58.48,0.64,3.14,26.18
48439113403,439,2641,68.31,3.6,2.08,24.5
48439113404,439,5787,60.39,12.42,0.0,21.36
48439113407,439,6136,32.68,8.77,5.41,50.75
48439113408,439,5050,54.42,13.37,1.66,23.35
48439113409,439,2417,77.82,10.05,1.03,8.69
48439113410,439,4750,32.32,9.79,4.53,49.68
48439113509,439,4784,35.79,13.65,7.71,24.5
48439113510,439,6254,35.75,12.42,32.81,16.71
48439113511,439,4016,42.58,26.39,20.37,6.3
48439113512,439,6047,51.73,14.39,8.68,20.26
48439113513,439,5163,42.53,7.65,8.44,26.44
48439113514,439,4788,32.44,12.61,16.48,30.14
48439113516,439,4026,66.79,10.66,5.02,15.95
48439113517,439,4460,45.74,28.59,10.43,13.5
48439113519,439,6571,61.36,7.17,15.08,11.28
48439113520,439,5897,42.75,14.06,6.99,13.01
48439113521,439,3685,40.71,21.22,5.4,28.63
48439113522,439,1588,55.67,26.07,1.39,12.47
48439113607,439,4532,51.79,26.59,1.9,16.04
48439113611,439,4183,78.1,6.34,3.39,8.68
48439113612,439,4684,81.38,2.24,8.39,4.8
48439113613,439,4391,71.65,5.03,4.1,12.53
48439113618,439,5302,56.51,12.22,7.9,20.09
48439113619,439,5596,37.99,36.33,1.98,15.99
48439113622,439,7446,75.62,1.6,6.66,14.52
48439113623,439,2957,86.17,0.61,0.44,12.55
48439113624,439,4754,68.38,6.12,7.64,14.37
48439113625,439,3322,77.45,0.69,7.25,14.09
48439113626,439,3538,76.26,2.2,5.77,13.17
48439113628,439,5575,38.69,26.82,7.75,13.06
48439113629,439,4955,64.6,11.26,8.23,13.44
48439113630,439,3298,59.01,13.1,9.01,14.43
48439113632,439,5111,80.49,1.25,5.52,9.82
48439113633,439,4762,80.11,0.76,11.47,5.94
48439113634,439,5357,79.45,1.94,11.69,4.24
48439113635,439,4245,46.05,4.55,2.85,44.48
48439113636,439,2802,28.3,22.09,1.64,46.57
48113014135,113,4916,48.86,12.86,22.13,11.41
48113014138,113,3900,23.46,10.87,57.23,7.59
48113014139,113,2566,14.34,50.66,1.71,10.6
48113014140,113,2986,17.31,36.97,29.77,15.94
48113014141,113,1825,33.37,22.63,25.04,16.55
48113014142,113,1871,30.41,20.68,18.71,25.33
48113014143,113,3988,40.07,5.04,43.76,10.38
48113014144,113,5123,18.56,14.7,49.37,15.24
48113014145,113,1213,20.45,46.74,14.92,12.94
48113014146,113,2242,7.58,18.51,55.93,17.26
48113014147,113,1907,15.63,55.79,6.35,21.45
48113014148,113,3154,28.69,9.86,50.76,9.16
48113014149,113,3652,12.65,15.44,62.51,4.44
48113014150,113,1504,7.58,24.8,64.83,2.66
48113014151,113,3906,9.68,12.8,62.19,5.99
48113014152,113,3376,12.32,24.85,49.56,12.91
48113014153,113,4116,16.25,19.61,4.47,59.67
48113014154,113,3707,11.82,23.42,30.89,29.97
48113014155,113,5191,16.12,16.01,59.78,7.53
48113014156,113,3801,17.97,0.18,76.32,2.37
48113014157,113,1597,39.26,5.95,44.4,10.39
48113014158,113,3008,10.61,47.81,13.46,23.47
48113014159,113,1930,2.8,0.0,88.76,8.45
48113014160,113,2249,16.63,32.46,37.79,9.96
48113014161,113,3432,7.87,55.77,7.55,25.17
48113014203,113,2940,38.37,1.87,3.64,53.91
48113014204,113,2516,35.65,3.38,20.79,33.55
48113014205,113,1482,60.59,1.55,19.1,14.44
48113014207,113,1584,44.44,34.85,7.64,10.29
48113014208,113,1647,39.71,25.87,6.74,27.69
48113014209,113,3122,39.17,33.25,14.38,12.43
48113014306,113,6125,18.06,5.89,3.89,71.9
48113014308,113,4283,13.68,15.41,4.09,60.92
48113014309,113,5726,8.51,19.12,13.5,57.37
48113014310,113,4207,25.6,31.16,10.77,29.45
48113014313,113,2342,27.24,21.14,36.46,15.16
48113014314,113,2189,48.06,15.49,18.18,12.97
48113014315,113,2558,25.45,8.68,1.45,62.47
48113014316,113,4885,20.14,0.0,20.55,54.8
48113014317,113,1845,30.03,17.24,4.44,45.8
48113014318,113,2266,35.17,17.12,5.16,41.26
48113014319,113,2483,14.42,15.83,52.48,16.35
48113014320,113,2793,4.55,8.13,72.93,9.45
48113014405,113,3412,21.69,4.6,4.51,68.58
48113014406,113,4510,24.99,0.91,1.26,72.46
48113014407,113,4795,9.05,17.41,9.89,61.17
48439113637,439,4248,58.52,10.59,2.5,20.13
48439113638,439,1758,64.16,13.65,4.38,12.23
48439113639,439,6873,87.63,0.0,2.23,6.72
48439113640,439,6624,83.39,3.0,3.88,9.72
48439113707,439,5159,87.89,0.43,5.1,4.75
48439113709,439,5442,72.05,2.26,14.94,9.54
48439113710,439,4837,52.35,5.5,3.35,35.23
48439113711,439,4587,77.96,0.87,4.45,11.38
48439113712,439,4893,58.82,1.33,3.0,34.48
48439113713,439,1811,27.55,0.0,9.5,61.13
48439113714,439,3399,68.55,1.32,2.24,24.68
48439113715,439,6766,35.63,19.61,3.71,38.75
48439113716,439,3116,68.0,1.25,15.89,9.11
48439113803,439,5989,64.0,6.48,1.64,24.41
48439113808,439,6381,63.0,6.13,11.05,16.2
48439113809,439,4660,67.75,1.48,1.61,25.39
48439113810,439,4448,54.0,1.51,8.72,34.73
48439113811,439,3958,39.31,11.47,12.18,29.74
48439113812,439,5885,75.48,0.7,3.5,16.21
48439113813,439,5640,80.76,0.9,4.4,10.67
48439113814,439,4599,76.84,1.28,3.48,12.81
48439113815,439,6378,83.18,4.08,3.12,7.56
48439113816,439,5246,82.62,1.7,3.56,7.07
48439113906,439,7336,67.68,1.79,16.51,11.57
48439113908,439,5233,69.23,2.33,18.86,6.27
48439113912,439,6075,81.79,1.91,2.85,11.46
48439113916,439,4152,52.67,13.85,5.42,26.16
48439113917,439,7680,51.18,8.33,13.02,24.11
48439113918,439,5670,44.78,12.17,8.92,31.43
48439113919,439,7520,60.35,5.36,14.45,13.84
48439113920,439,6568,50.78,13.72,10.51,19.93
48439113923,439,5044,43.5,11.93,13.7,27.68
48439113924,439,5473,49.86,12.32,11.24,22.47
48439113925,439,4070,45.38,7.3,7.71,34.42
48439113930,439,11284,39.66,22.05,8.84,22.54
48439113931,439,11729,59.6,7.89,12.98,16.67
48439113932,439,4860,68.97,5.51,8.6,9.42
48439113933,439,2532,60.43,11.3,1.34,25.04
48439113934,439,6787,46.9,4.26,0.21,47.86
48439113935,439,3193,71.81,4.04,3.04,15.19
48439113936,439,6007,57.88,14.63,4.63,12.52
48439113937,439,0,,,,
48439113938,439,1939,51.11,0.0,0.0,48.89
48439113939,439,4211,50.15,25.6,4.13,16.22
48439113940,439,7147,66.41,7.46,5.32,18.19
48439113941,439,6021,68.01,6.16,3.42,21.08
48113014408,113,4221,18.91,15.83,12.01,50.13
48113014409,113,2903,9.3,30.55,8.82,51.33
48113014410,113,2220,19.91,23.69,11.31,42.3
48113014501,113,4276,29.93,1.8,3.3,62.18
48113014502,113,5259,12.26,1.94,2.34,83.15
48113014601,113,2182,23.88,13.66,0.78,56.0
48113014602,113,4619,11.97,0.0,1.95,84.35
48113014603,113,1894,12.83,2.75,0.53,83.63
48113014701,113,4095,10.74,3.03,3.3,81.42
48113014704,113,5630,17.62,1.12,2.27,78.15
48113014903,113,3973,12.81,5.56,3.85,77.1
48113015001,113,5065,20.24,3.51,0.0,73.94
48113015002,113,2796,22.64,8.12,6.47,61.55
48113015101,113,4145,18.02,1.5,6.83,69.17
48113015102,113,2772,10.64,4.55,4.4,80.41
48113015202,113,3081,13.79,6.23,0.0,78.55
48113015205,113,3456,13.95,4.22,0.0,81.13
48113015206,113,4955,23.83,3.79,3.39,67.29
48113015207,113,3697,28.16,9.93,4.65,55.48
48113015208,113,4474,20.9,6.15,2.32,69.96
48113015303,113,1594,20.14,1.44,0.0,75.72
48113015304,113,4666,10.57,3.06,3.56,81.61
48113015305,113,4443,22.1,11.19,2.99,61.56
48113015306,113,5898,27.04,10.48,19.5,41.23
48113015403,113,3279,18.02,22.23,0.0,59.04
48113015404,113,5100,17.65,16.75,0.16,64.73
48113015405,113,2512,35.99,14.33,4.06,43.87
48113015406,113,3640,51.21,6.98,2.88,34.81
48113015500,113,4033,29.04,10.93,2.83,56.09
48113015600,113,6155,7.52,3.72,0.08,81.46
48113015700,113,2938,9.12,0.0,3.57,86.15
48113015900,113,3611,18.55,7.59,1.99,68.73
48113016001,113,5079,13.74,6.14,0.0,77.18
48113016002,113,3722,29.26,4.76,0.0,65.77
48113016100,113,4026,17.09,28.66,0.0,52.48
48113016201,113,4167,17.61,18.24,1.34,62.42
48113016203,113,1777,15.31,7.48,1.01,76.2
48113016204,113,5541,16.26,3.7,1.82,77.66
48113016301,113,7520,9.24,10.72,7.33,72.49
48113016302,113,2114,9.84,2.32,1.14,86.71
48113016406,113,4815,12.42,11.38,4.38,69.16
48113016407,113,7671,12.72,13.51,1.2,69.89
48113016409,113,3914,32.19,21.54,12.47,33.04
48113016410,113,5171,25.68,38.99,8.59,25.89
48113016412,113,5304,23.96,23.49,13.22,34.2
48113016414,113,1841,44.27,45.84,2.61,3.97
48439113942,439,5946,59.06,6.26,5.52,23.73
48439113943,439,5111,56.08,8.18,17.02,12.01
48439113944,439,6187,70.73,4.51,2.83,21.5
48439113945,439,4125,73.19,6.76,3.64,14.4
48439113946,439,7214,86.42,0.0,7.72,5.16
48439113947,439,3191,46.54,10.0,24.91,14.04
48439113948,439,5802,68.79,5.26,16.12,8.57
48439113949,439,3329,39.05,23.13,34.67,3.15
48439113950,439,6922,70.59,14.81,3.76,5.62
48439113951,439,3876,79.46,6.66,7.71,5.47
48439113952,439,5157,71.96,1.53,12.58,12.95
48439113953,439,7891,68.19,0.29,7.98,16.34
48439113954,439,4162,85.66,0.46,1.13,8.29
48439113955,439,4549,56.61,0.0,31.59,9.8
48439113956,439,5706,72.26,0.0,18.02,5.73
48439113957,439,4174,74.41,0.81,18.83,4.0
48439113958,439,2018,84.34,3.22,7.93,3.12
48439114003,439,8206,51.6,8.46,1.33,37.09
48439114006,439,6129,71.33,2.12,0.51,25.09
48439114009,439,4848,49.9,12.03,11.24,22.61
48439114010,439,8097,51.54,2.22,4.64,39.87
48439114011,439,6109,72.91,5.17,3.0,17.88
48439114012,439,9391,52.07,13.83,4.56,23.17
48439114013,439,9308,42.39,19.76,2.72,33.58
48439114014,439,7038,47.83,3.91,1.35,41.13
48439114015,439,3814,36.29,0.0,1.81,61.12
48439114105,439,3179,85.25,0.0,0.0,14.75
48439114106,439,6088,63.7,9.49,1.26,19.96
48439114107,439,4525,60.99,5.41,2.65,29.08
48439114108,439,5155,81.53,3.26,0.37,14.2
48439114109,439,11411,59.94,7.2,4.94,20.45
48439114110,439,8170,78.43,11.26,1.41,8.08
48439114111,439,1725,88.52,4.7,2.09,4.7
48439114112,439,5733,82.99,4.95,0.0,10.13
48439114113,439,4290,91.17,5.27,0.0,0.54
48439114203,439,5638,87.46,0.11,0.11,11.21
48439114204,439,6738,89.83,0.65,0.61,4.81
48439114205,439,3093,89.78,0.1,0.32,9.15
48439114206,439,4499,84.09,0.8,0.93,11.42
48439114207,439,5856,69.79,3.3,2.36,21.69
48439121605,439,3118,65.49,8.47,0.58,21.26
48439121606,439,3482,72.26,6.78,2.1,15.22
48439121608,439,6268,72.21,11.68,4.93,7.43
48439121609,439,5219,66.18,13.99,8.95,6.28
48439121610,439,2778,67.39,5.9,5.51,18.86
48439121611,439,4330,59.33,14.04,5.17,19.7
48085030101,085,2296,65.37,0.09,0.13,32.97
48085030102,085,2720,68.82,0.0,1.4,27.79
48085030201,085,3653,76.98,3.53,3.75,12.95
48085030202,085,3530,72.49,0.93,4.53,19.75
48085030204,085,6592,63.02,15.19,0.99,20.81
48085030205,085,5257,45.9,9.09,14.74,28.7
48085030206,085,3421,78.02,1.46,6.46,11.81
48085030207,085,9449,75.57,10.31,0.76,8.86
48085030301,085,8668,67.47,12.57,6.36,8.2
48085030302,085,5040,77.68,6.49,6.21,5.89
48085030303,085,9572,73.28,7.12,6.2,8.2
48085030304,085,6926,78.27,3.36,4.39,10.29
48085030306,085,8234,72.33,2.76,7.92,9.24
48085030307,085,11777,65.54,7.7,5.99,14.53
48085030403,085,7407,71.5,6.08,2.54,18.48
48113016415,113,4854,29.71,17.74,5.34,45.16
48113016416,113,3304,12.14,31.9,13.62,33.02
48113016417,113,5706,23.05,17.1,8.1,49.28
48113016418,113,5045,14.17,31.36,7.79,43.37
48113016419,113,5046,21.2,15.76,12.88,48.75
48113016420,113,4276,22.19,9.64,1.66,65.01
48113016421,113,3524,25.28,13.82,3.09,57.8
48113016511,113,4785,13.75,58.62,2.78,23.2
48113016513,113,5484,37.02,34.72,1.19,23.47
48113016516,113,5625,24.12,23.48,1.48,49.81
48113016517,113,5147,17.31,38.68,0.66,42.76
48113016518,113,5702,18.45,37.0,3.74,40.14
48113016519,113,2270,37.93,10.22,0.44,46.04
48113016521,113,6940,28.54,40.95,4.25,22.67
48113016522,113,4722,32.74,29.82,1.1,33.38
48113016524,113,2356,44.35,23.73,4.67,16.77
48113016525,113,1994,20.36,45.49,17.2,11.18
48113016526,113,5476,6.98,60.52,1.26,30.64
48113016527,113,4532,17.52,38.26,15.47,28.75
48113016528,113,5587,9.68,51.6,4.21,34.51
48113016529,113,3357,12.03,46.02,6.49,34.55
48113016530,113,3469,22.28,35.02,6.92,34.07
48113016531,113,3597,16.51,36.25,1.11,45.34
48113016532,113,1679,48.84,24.42,0.0,26.74
48113016533,113,3669,9.38,17.74,1.72,71.16
48113016534,113,3665,7.8,36.56,3.08,52.55
48113016535,113,3023,43.27,19.15,0.0,37.58
48113016536,113,2952,17.75,12.26,0.0,67.21
48113016607,113,3420,1.35,88.63,0.0,8.71
48113016610,113,4102,6.09,81.74,0.73,7.92
48113016615,113,4680,7.88,60.47,4.98,21.2
48113016616,113,6802,9.41,55.85,0.87,27.05
48113016617,113,4660,18.15,64.85,1.59,10.41
48113016618,113,4438,14.29,62.28,0.45,19.29
48113016619,113,3648,10.12,63.68,0.0,25.6
48113016620,113,5418,18.0,57.92,2.16,19.92
48113016621,113,5458,7.13,58.15,0.0,31.7
48113016622,113,4141,20.7,49.92,0.0,27.63
